date,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,traffic_source
2018-02-17,19469.0,14949.0,76665,0.00442,105.0,organic_search
2020-01-23,13978.0,10732.0,60429,0.00445,146.8,organic_search
2014-11-22,11106.0,8861.0,43498,0.004,192.6,organic_search
2016-06-25,36799.0,28971.0,181381,0.00391,178.7,paid_search
2014-10-05,15183.0,11554.0,55577,0.00421,280.6,social_media
2020-04-18,48136.0,34468.0,216916,0.0037600000000000003,129.1,direct
2013-08-22,20674.0,16052.0,88395,0.00368,108.9,paid_search
2018-04-04,34281.0,25289.0,151738,0.00515,303.6,organic_search
2018-07-11,28821.0,23357.0,125619,0.004050000000000001,297.7,social_media
2021-04-13,43787.0,33075.0,237704,0.0039700000000000004,108.1,email_campaign
2018-09-06,23575.0,17588.0,98789,0.0047,175.0,paid_search
2022-03-04,29143.0,20720.0,149452,0.00442,279.9,email_campaign
2016-02-04,16103.0,12176.0,52113,0.0036600000000000005,107.6,organic_search
2014-05-25,30338.0,21404.0,120860,0.005770000000000001,167.1,email_campaign
2019-10-24,20281.0,16545.0,105059,0.005390000000000001,228.9,email_campaign
2013-09-04,16020.0,12505.0,55806,0.004370000000000001,176.3,email_campaign
2019-10-05,18690.0,13716.0,68234,0.0034100000000000003,122.0,email_campaign
2016-04-23,28997.0,21502.0,106569,0.005110000000000001,264.2,email_campaign
2019-02-19,21342.0,16787.0,100305,0.0049900000000000005,286.3,paid_search
2016-01-24,12224.0,8763.0,54172,0.005390000000000001,283.0,organic_search
2020-01-27,15354.0,12334.0,70501,0.00517,195.5,paid_search
2015-04-23,33494.0,26912.0,158159,0.0041,203.7,organic_search
2013-12-13,13337.0,9763.0,69039,0.004390000000000001,294.0,organic_search
2015-12-20,15075.0,12232.0,52971,0.0038200000000000005,136.8,organic_search
2013-12-03,14986.0,12043.0,65628,0.005030000000000001,162.8,organic_search
2015-08-29,28818.0,22955.0,158022,0.0037700000000000003,282.4,referral
2017-04-30,33629.0,23674.0,152003,0.0039000000000000003,113.5,email_campaign
2019-07-27,25171.0,20184.0,93475,0.0048200000000000005,315.1,paid_search
2022-07-16,36700.0,29083.0,182157,0.00578,298.3,organic_search
2014-08-02,24590.0,19673.0,104410,0.0038900000000000002,301.5,organic_search
2017-07-26,29732.0,22503.0,146625,0.004030000000000001,289.5,direct
2014-12-16,14337.0,11208.0,71824,0.0034800000000000005,121.8,referral
2014-04-27,31694.0,22215.0,170628,0.00449,145.2,paid_search
2015-10-24,15087.0,11501.0,52076,0.00532,204.3,direct
2014-02-09,16200.0,11546.0,85048,0.00427,141.2,paid_search
2019-03-14,30018.0,23278.0,124240,0.0039900000000000005,232.6,organic_search
2018-11-02,13047.0,9573.0,43887,0.00564,127.6,email_campaign
2017-03-24,29258.0,21262.0,108868,0.0037900000000000004,185.0,direct
2020-04-20,46424.0,35176.0,187668,0.00564,245.8,referral
2019-06-21,40287.0,30805.0,164957,0.0034100000000000003,196.7,social_media
2018-09-19,25224.0,19107.0,122166,0.0049900000000000005,155.2,organic_search
2013-04-19,27256.0,21981.0,90395,0.003920000000000001,109.1,paid_search
2016-11-21,16673.0,12248.0,63606,0.00532,175.6,referral
2015-07-16,25987.0,18625.0,134344,0.0032900000000000004,226.6,email_campaign
2013-11-07,9896.0,7936.0,41435,0.00372,271.6,direct
2017-05-15,30119.0,22719.0,105449,0.00395,104.1,email_campaign
2021-03-07,36948.0,28600.0,157069,0.0056500000000000005,225.9,social_media
2021-07-06,31012.0,23158.0,156722,0.0035800000000000003,154.2,organic_search
2018-01-22,13976.0,10323.0,74019,0.0038100000000000005,168.6,direct
2014-05-21,27548.0,20709.0,139667,0.00555,246.8,organic_search
2020-11-21,17079.0,12036.0,83706,0.0034700000000000004,295.2,social_media
2017-10-11,17697.0,14266.0,67961,0.004260000000000001,291.3,paid_search
2016-10-21,18497.0,13104.0,61071,0.00398,135.0,email_campaign
2017-06-29,37150.0,27468.0,120218,0.00421,124.4,organic_search
2022-11-09,14299.0,-50.0,78119,0.00423,314.2,email_campaign
2015-12-17,15145.0,12005.0,79733,0.0047,109.1,social_media
2013-08-24,22020.0,16468.0,117994,0.0054,253.3,organic_search
2015-10-25,17383.0,13762.0,79446,0.0053100000000000005,198.3,paid_search
2015-05-02,33476.0,26822.0,182726,0.0051,219.9,organic_search
2013-12-07,12562.0,8902.0,51547,0.00444,184.5,paid_search
2021-05-21,40494.0,30867.0,207787,0.00544,279.2,email_campaign
2013-05-22,25706.0,19005.0,88509,0.005370000000000001,198.2,social_media
2016-11-07,14412.0,10835.0,58813,0.0032500000000000003,225.5,direct
2022-10-29,20080.0,14795.0,89735,0.00457,258.0,email_campaign
2020-03-08,35044.0,24718.0,166817,0.00561,183.1,paid_search
2020-10-22,19036.0,14034.0,92719,0.00461,145.3,email_campaign
2022-03-31,39105.0,28896.0,147447,0.004090000000000001,111.7,paid_search
2019-04-29,38891.0,28675.0,130645,0.0034200000000000003,121.1,paid_search
2015-04-20,33331.0,27313.0,182278,0.0056700000000000006,135.3,organic_search
2014-12-14,12133.0,9704.0,55972,0.00489,263.5,paid_search
2021-09-22,23720.0,19155.0,125345,0.00395,108.6,direct
2020-07-21,35054.0,27530.0,126216,0.00451,203.5,organic_search
2018-06-24,38453.0,28066.0,202524,0.00394,129.4,paid_search
2014-11-04,12479.0,9521.0,50077,0.00322,230.8,organic_search
2021-11-30,15377.0,11989.0,55274,0.004770000000000001,221.3,referral
2018-05-26,38529.0,27569.0,177123,0.004260000000000001,259.0,social_media
2021-03-13,31175.0,24629.0,112065,0.00406,307.3,direct
2021-01-12,15881.0,11461.0,69707,0.00466,319.8,paid_search
2021-09-26,26085.0,20400.0,95877,0.004940000000000001,318.7,organic_search
2021-04-24,45034.0,36788.0,211215,0.005110000000000001,115.6,referral
2020-10-20,19028.0,15363.0,64480,0.005710000000000001,285.2,paid_search
2013-07-14,19989.0,14732.0,82309,0.00387,208.7,paid_search
2021-03-04,34850.0,24960.0,180481,0.00534,218.7,organic_search
2022-02-02,27306.0,21266.0,126792,0.0035,162.0,organic_search
2016-06-10,30303.0,21771.0,102242,0.00391,140.7,email_campaign
2016-06-30,33061.0,25436.0,157305,0.0048400000000000006,275.1,email_campaign
2022-10-07,20341.0,15198.0,108359,0.00542,277.7,direct
2018-01-25,12850.0,9395.0,65032,0.0032500000000000003,190.2,paid_search
2015-07-29,23935.0,17376.0,101797,0.004540000000000001,115.3,referral
2015-06-15,32287.0,25912.0,128566,0.0041,238.4,social_media
2021-07-23,32445.0,26329.0,134930,0.00425,202.6,social_media
2014-10-16,16025.0,12454.0,81588,0.0038300000000000005,272.8,social_media
2014-02-05,14372.0,10247.0,59542,0.00551,124.6,paid_search
2021-10-01,24386.0,17960.0,123393,0.0043,294.8,social_media
2014-03-21,21123.0,16314.0,83362,0.003920000000000001,188.7,direct
2014-05-12,28899.0,22803.0,134458,0.00446,215.8,paid_search
2019-05-05,43470.0,31878.0,145614,0.00369,128.4,paid_search
2013-07-24,23873.0,18037.0,83203,0.0056500000000000005,202.2,email_campaign
2017-07-23,25790.0,18090.0,117908,0.00561,213.1,email_campaign
2019-12-01,19995.0,16006.0,99403,0.0041600000000000005,206.4,organic_search
2018-01-23,14031.0,10228.0,45833,0.0035900000000000003,284.0,social_media
2022-04-16,39654.0,29009.0,205953,0.00525,186.2,social_media
2021-08-20,36779.0,28824.0,123466,0.00367,297.9,paid_search
2017-08-18,30910.0,21663.0,162728,0.005450000000000001,104.9,organic_search
2015-01-22,12159.0,9424.0,53924,0.0038300000000000005,256.3,referral
2020-10-26,21875.0,17852.0,75409,0.0037400000000000003,251.9,social_media
2018-06-17,33962.0,26621.0,114192,0.00572,202.2,paid_search
2022-04-08,46962.0,33939.0,177371,0.0055000000000000005,103.2,paid_search
2018-06-03,36288.0,28957.0,120447,0.00464,280.3,referral
2022-10-08,24311.0,19360.0,90149,0.00395,153.3,organic_search
2015-01-24,12673.0,9972.0,52366,0.00449,176.6,organic_search
2017-07-19,29232.0,23099.0,131517,0.00432,309.9,email_campaign
2014-11-13,12214.0,9340.0,58391,0.0032600000000000003,266.7,social_media
2022-02-13,23278.0,16982.0,88382,0.00427,153.9,organic_search
2015-10-07,15755.0,12150.0,79517,0.00417,126.0,social_media
2019-06-09,36665.0,26939.0,146871,0.0048400000000000006,246.3,organic_search
2014-12-22,13175.0,10041.0,61750,0.00521,258.2,organic_search
2013-12-29,14050.0,11493.0,56883,0.0041600000000000005,174.7,organic_search
2020-04-23,44106.0,34167.0,170615,0.00544,157.7,direct
2018-05-20,34373.0,26804.0,112561,0.004050000000000001,108.9,email_campaign
2021-08-09,39113.0,27660.0,163795,0.004880000000000001,116.1,paid_search
2018-04-09,38879.0,29987.0,153130,0.004050000000000001,107.5,social_media
2013-08-09,21871.0,16990.0,105802,0.00368,317.0,organic_search
2015-02-17,16802.0,12521.0,74388,0.00445,139.1,paid_search
2022-01-07,16784.0,12436.0,86241,0.00406,186.3,direct
2013-04-20,21636.0,15934.0,90602,0.00495,204.7,referral
2019-07-06,30267.0,24108.0,98786,0.0049,198.2,email_campaign
2020-11-17,16039.0,12068.0,67477,0.0056300000000000005,128.4,organic_search
2018-10-28,18790.0,14337.0,74564,0.0037400000000000003,265.4,organic_search
2022-10-31,21079.0,14809.0,78371,0.00549,262.3,organic_search
2013-04-17,29585.0,21004.0,94904,0.004520000000000001,105.9,social_media
2021-07-14,38621.0,27441.0,155193,0.00534,304.3,organic_search
2014-02-03,15293.0,12184.0,75902,0.005200000000000001,219.2,direct
2017-03-16,23997.0,18520.0,93928,0.00322,291.2,social_media
2016-08-23,29012.0,22783.0,134510,0.0034400000000000003,298.5,paid_search
2020-05-22,45512.0,34966.0,170596,0.005350000000000001,196.7,paid_search
2017-10-05,17122.0,12358.0,80059,0.005430000000000001,246.5,referral
