promo_id,promo_name,promo_type,discount_value,start_date,end_date,applicable_category,promo_channel,stackable_flag,min_order_value
PROMO-0001-0931,Spring Sale 2013,percentage,12.0,2013-03-18T00:00:00.000,2013-04-17T00:00:00.000,,email,1,0
PROMO-0002-0018,,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0023,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0051,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0066,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0171,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0210,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0217,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0218,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0226,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0280,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0314,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0391,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0394,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0425,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0524,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0551,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0657,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0766,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0843,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0875,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0002-0944,Mid-Year Sale 2013,percentage,18.0,2013-06-23T00:00:00.000,2013-07-22T00:00:00.000,,online,0,0
PROMO-0003-0016,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0038,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0139,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0190,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0211,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0249,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0254,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0293,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0328,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0377,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0382,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0482,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0539,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0684,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0695,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0725,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0800,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0827,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0892,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0894,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0949,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0003-0977,Fall Launch 2013,percentage,10.0,2013-08-30T00:00:00.000,2013-10-02T00:00:00.000,,email,0,0
PROMO-0004-0045,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0065,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0069,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0156,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0232,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0320,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0353,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0444,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0520,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0565,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0672,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0815,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0865,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0888,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0890,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0004-0975,Year-End Sale 2013,percentage,20.0,2013-11-18T00:00:00.000,2014-01-02T00:00:00.000,,all_channels,0,50000
PROMO-0005-0113,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0141,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0237,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0284,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0350,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0442,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0479,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0491,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0496,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0510,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0518,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0621,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0635,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0658,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0763,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0771,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0796,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0798,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0832,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0863,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0872,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0901,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0005-0909,Urban Blowout 2013,fixed,50.0,2013-07-30T00:00:00.000,2013-09-02T00:00:00.000,Streetwear,online,0,150000
PROMO-0006-0067,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0174,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0192,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0230,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0239,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0246,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0362,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0434,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0445,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0674,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0702,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0761,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0793,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0874,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0907,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0995,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0006-0999,Rural Special 2013,percentage,15.0,2013-01-31T00:00:00.000,2013-03-01T00:00:00.000,Outdoor,in_store,0,0
PROMO-0007-0040,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0007-0055,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0007-0100,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0007-0118,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0007-0168,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0007-0258,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0007-0275,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0007-0327,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0007-0411,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0007-0564,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0007-0614,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0007-0649,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0007-0669,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0007-0948,Spring Sale 2014,percentage,12.0,2014-03-18T00:00:00.000,2014-04-17T00:00:00.000,,email,1,0
PROMO-0008-0005,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0057,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0081,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0105,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0109,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0120,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0193,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0300,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0326,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0340,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0416,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0439,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0557,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0663,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0691,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0733,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0738,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0742,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0823,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0887,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0932,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0008-0987,Mid-Year Sale 2014,percentage,18.0,2014-06-23T00:00:00.000,2014-07-22T00:00:00.000,,social_media,0,0
PROMO-0009-0042,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0049,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0101,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0119,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0146,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0195,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0245,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0287,,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0399,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0465,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0576,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0613,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0644,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0654,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0751,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0810,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0009-0920,Fall Launch 2014,percentage,10.0,2014-08-30T00:00:00.000,2014-10-01T00:00:00.000,,all_channels,0,100000
PROMO-0010-0075,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0509,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0514,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0543,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0560,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0574,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0645,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0680,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0730,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0767,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0804,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0805,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0866,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0868,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0963,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0010-0976,Year-End Sale 2014,percentage,20.0,2014-11-19T00:00:00.000,2015-01-02T00:00:00.000,,all_channels,0,100000
PROMO-0011-0010,Spring Sale 2015,percentage,12.0,2015-03-18T00:00:00.000,2015-04-17T00:00:00.000,,all_channels,1,100000
PROMO-0011-0011,Spring Sale 2015,percentage,12.0,2015-03-18T00:00:00.000,2015-04-17T00:00:00.000,,all_channels,1,100000
PROMO-0011-0107,Spring Sale 2015,percentage,12.0,2015-03-18T00:00:00.000,2015-04-17T00:00:00.000,,all_channels,1,100000
PROMO-0011-0181,Spring Sale 2015,percentage,12.0,2015-03-18T00:00:00.000,2015-04-17T00:00:00.000,,all_channels,1,100000
PROMO-0011-0233,Spring Sale 2015,percentage,12.0,2015-03-18T00:00:00.000,2015-04-17T00:00:00.000,,all_channels,1,100000
PROMO-0011-0241,Spring Sale 2015,percentage,12.0,2015-03-18T00:00:00.000,2015-04-17T00:00:00.000,,all_channels,1,100000
PROMO-0011-0266,Spring Sale 2015,percentage,12.0,2015-03-18T00:00:00.000,2015-04-17T00:00:00.000,,all_channels,1,100000
PROMO-0011-0298,Spring Sale 2015,percentage,12.0,2015-03-18T00:00:00.000,2015-04-17T00:00:00.000,,all_channels,1,100000
